SubscriberCode,Gender,ElderlySubscriber,HasPartner,HasDependents,SubscriptionLengthMonths,HasPhoneService,HasMultipleLines,InternetServiceType,OnlineSecurityEnabled,OnlineBackupEnabled,DeviceProtectionEnabled,TechSupportEnabled,StreamingTVService,StreamingMoviesService,SubscriptionPlan,UsesPaperlessBilling,PaymentMethodUsed,MonthlyPaymentUGX,TotalPaymentUGX,DroppedService,District,MobileMoneySubscription,RuralSubscriber
6217-KDYWC,Male,0,No,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,12 Months Contract,Yes,Cash Payment at Agent,70560.0,4213980.0,No,Mbarara,Yes,Yes
0390-DCFDQ,Female,1,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Pay As You Go,Yes,Cash Payment at Agent,253620.0,253620.0,Yes,Jinja,Yes,Yes
3146-MSEGF,Female,1,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,12 Months Contract,Yes,Card Payment,316980.0,23132340.0,No,Mukono,Yes,No
4080-OGPJL,Female,0,No,No,8,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Pay As You Go,No,Mobile Money,256140.0,2029140.0,Yes,Mukono,Yes,No
1095-WGNGG,Female,0,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,12 Months Contract,Yes,Bank Standing Order,363780.0,21496500.0,No,Mbarara,Yes,Yes
2636-SJDOU,Male,0,No,No,64,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,6 Months Contract,Yes,Card Payment,303480.0,19040580.0,Yes,Gulu,Yes,Yes
1131-QQZEB,Male,1,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,12 Months Contract,No,Bank Standing Order,86220.0,6322320.0,No,Jinja,No,Yes
5716-EZXZN,Female,0,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,12 Months Contract,Yes,Card Payment,356580.0,23100120.0,No,Jinja,Yes,Yes
6837-BJYDQ,Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,6 Months Contract,No,Cash Payment at Agent,70560.0,220860.0,No,Jinja,Yes,Yes
2135-RXIHG,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Pay As You Go,Yes,Mobile Money,164340.0,164340.0,Yes,Kampala,No,No
6440-DKQGE,Male,0,No,Yes,30,Yes,No,DSL,No,Yes,Yes,No,Yes,No,6 Months Contract,No,Card Payment,232200.0,6947820.0,No,Kampala,Yes,No
3466-BYAVD,Male,0,Yes,Yes,15,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Pay As You Go,Yes,Cash Payment at Agent,250200.0,3857040.0,No,Jinja,No,Yes
3780-YVMFA,Female,0,Yes,Yes,8,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Pay As You Go,Yes,Mobile Money,246780.0,2031660.0,No,Kampala,Yes,No
3874-EQOEP,Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Pay As You Go,No,Cash Payment at Agent,342000.0,2359800.0,Yes,Arua,Yes,Yes
1679-JRFBR,Female,0,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,6 Months Contract,Yes,Card Payment,389340.0,28549980.0,No,Mbarara,Yes,Yes
9073-ZZIAY,Male,0,Yes,Yes,62,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,12 Months Contract,No,Mobile Money,309960.0,18774900.0,No,Mbarara,No,Yes
3077-RSNTJ,Female,0,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Pay As You Go,No,Cash Payment at Agent,70920.0,408600.0,No,Mukono,No,No
6551-GNYDG,Female,0,Yes,Yes,14,Yes,No,Fiber optic,No,No,No,No,No,Yes,Pay As You Go,Yes,Bank Standing Order,291240.0,4150080.0,No,Arua,Yes,Yes
9167-APMXZ,Female,0,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Pay As You Go,Yes,Bank Standing Order,302940.0,6559020.0,No,Kampala,Yes,No
2749-CTKAJ,Male,0,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,6 Months Contract,No,Cash Payment at Agent,72540.0,1511640.0,No,Mbarara,Yes,Yes
6371-NZYEG,Male,0,Yes,Yes,16,Yes,No,DSL,Yes,No,Yes,No,Yes,No,12 Months Contract,No,Cash Payment at Agent,231300.0,3686400.0,No,Mbarara,No,Yes
7554-NEWDD,Male,0,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,12 Months Contract,No,Bank Standing Order,92520.0,905760.0,No,Mbarara,Yes,Yes
8992-VONJD,Female,0,No,Yes,13,Yes,No,DSL,Yes,Yes,No,No,No,No,Pay As You Go,Yes,Mobile Money,201600.0,2752380.0,No,Wakiso,Yes,No
0867-MKZVY,Female,0,Yes,No,20,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Pay As You Go,No,Mobile Money,296640.0,5732460.0,Yes,Wakiso,Yes,No
4482-EWFMI,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Pay As You Go,Yes,Mobile Money,250920.0,486720.0,Yes,Arua,No,Yes
4648-YPBTM,Male,0,No,No,53,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,12 Months Contract,Yes,Bank Standing Order,266040.0,14249700.0,Yes,Gulu,Yes,Yes
2907-ILJBN,Female,0,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,6 Months Contract,No,Cash Payment at Agent,74160.0,842040.0,No,Kampala,No,No
6345-FZOQH,Male,0,Yes,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,12 Months Contract,No,Cash Payment at Agent,71640.0,4908420.0,Yes,Gulu,No,Yes
3376-BMGFE,Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Pay As You Go,Yes,Bank Standing Order,255240.0,982800.0,Yes,Mukono,Yes,No
5997-OPVFA,Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,12 Months Contract,Yes,Bank Standing Order,320580.0,22516020.0,No,Gulu,Yes,Yes
3445-HXXGF,Male,1,Yes,No,58,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Pay As You Go,Yes,Mobile Money,163080.0,9544320.0,No,Wakiso,No,No
1159-WFSGR,Female,0,Yes,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Pay As You Go,No,Mobile Money,73440.0,1157040.0,Yes,Fort Portal,No,Yes
7654-YWJUF,Male,0,Yes,No,43,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,6 Months Contract,Yes,Bank Standing Order,303300.0,12741300.0,Yes,Gulu,No,Yes
1875-QIVME,Female,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Pay As You Go,Yes,Mobile Money,375840.0,874080.0,Yes,Arua,No,Yes
6727-IOTLZ,Male,0,Yes,No,14,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,12 Months Contract,No,Cash Payment at Agent,295020.0,4254300.0,No,Gulu,No,Yes
0691-JVSYA,Female,0,Yes,No,53,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,6 Months Contract,Yes,Bank Standing Order,341460.0,18000720.0,Yes,Jinja,Yes,Yes
5918-VUKWP,Female,0,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,6 Months Contract,No,Bank Standing Order,73980.0,2356380.0,No,Mbarara,Yes,Yes
1744-JHKYS,Female,0,Yes,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Pay As You Go,No,Mobile Money,88920.0,2808720.0,No,Arua,Yes,Yes
2656-FMOKZ,Female,1,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Pay As You Go,Yes,Cash Payment at Agent,268020.0,4124520.0,Yes,Wakiso,Yes,No
2070-FNEXE,Female,1,No,No,7,Yes,No,Fiber optic,Yes,No,No,No,No,No,Pay As You Go,No,Bank Standing Order,275220.0,1812960.0,No,Mukono,Yes,No
5947-SGKCL,Female,0,Yes,Yes,15,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Pay As You Go,Yes,Bank Standing Order,379260.0,5613300.0,Yes,Gulu,Yes,Yes
3712-PKXZA,Male,0,Yes,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,6 Months Contract,Yes,Card Payment,73980.0,4507200.0,No,Gulu,Yes,Yes
6317-YPKDH,Female,0,No,No,1,No,No phone service,DSL,No,Yes,No,No,No,No,Pay As You Go,No,Bank Standing Order,107820.0,107820.0,Yes,Mbarara,No,Yes
6582-OIVSP,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Pay As You Go,No,Cash Payment at Agent,163080.0,163080.0,Yes,Gulu,Yes,Yes
9367-WXLCH,Male,0,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Pay As You Go,No,Bank Standing Order,304200.0,2385540.0,Yes,Gulu,Yes,Yes
5524-KHNJP,Male,0,Yes,Yes,33,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,6 Months Contract,No,Card Payment,269100.0,8831880.0,No,Wakiso,No,No
1918-ZBFQJ,Female,0,No,No,13,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Pay As You Go,Yes,Mobile Money,285300.0,4001940.0,Yes,Mukono,No,No
1024-GUALD,Female,0,Yes,No,1,No,No phone service,DSL,No,No,No,No,No,No,Pay As You Go,Yes,Mobile Money,89280.0,89280.0,No,Mbarara,Yes,Yes
4827-USJHP,Male,0,No,No,20,Yes,No,DSL,No,Yes,No,No,No,No,Pay As You Go,Yes,Cash Payment at Agent,186480.0,3685860.0,Yes,Arua,Yes,Yes
8167-GJLRN,Male,0,No,No,3,No,No phone service,DSL,No,No,No,Yes,No,No,Pay As You Go,No,Mobile Money,109440.0,295740.0,No,Mukono,Yes,No
0956-SYCWG,Female,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,6 Months Contract,No,Mobile Money,70740.0,881280.0,No,Wakiso,Yes,No
8017-UVSZU,Female,0,Yes,No,40,Yes,Yes,DSL,No,Yes,No,No,No,No,Pay As You Go,No,Card Payment,203760.0,8564760.0,No,Fort Portal,Yes,Yes
7100-FQPRV,Male,0,Yes,Yes,43,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,6 Months Contract,Yes,Card Payment,258840.0,11424060.0,No,Fort Portal,Yes,Yes
2472-OVKUP,Male,0,Yes,No,6,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Pay As You Go,Yes,Mobile Money,327600.0,1911600.0,Yes,Wakiso,No,No
2984-RGEYA,Female,0,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,12 Months Contract,No,Bank Standing Order,71100.0,4951440.0,Yes,Arua,No,Yes
9680-NIAUV,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,12 Months Contract,No,Card Payment,394920.0,29265480.0,No,Mbarara,No,Yes
2146-EGVDT,Male,0,Yes,Yes,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,12 Months Contract,No,Card Payment,69480.0,4293720.0,No,Fort Portal,Yes,Yes
2604-IJPDU,Female,0,Yes,No,20,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Pay As You Go,Yes,Mobile Money,347580.0,6845940.0,No,Kampala,Yes,No
9178-JHUVJ,Male,0,Yes,Yes,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,12 Months Contract,Yes,Bank Standing Order,86760.0,2114640.0,No,Jinja,No,Yes
6168-YBYNP,Male,0,No,No,59,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Pay As You Go,Yes,Mobile Money,400860.0,23471100.0,Yes,Gulu,Yes,Yes
7255-SSFBC,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,12 Months Contract,Yes,Bank Standing Order,404100.0,28949940.0,No,Jinja,Yes,Yes
3645-DEYGF,Male,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Pay As You Go,No,Cash Payment at Agent,74700.0,74700.0,No,Jinja,Yes,Yes
9323-HGFWY,Female,0,Yes,No,27,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,6 Months Contract,Yes,Card Payment,366840.0,9652140.0,No,Kampala,Yes,No
8544-GOQSH,Female,0,No,No,14,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Pay As You Go,Yes,Card Payment,288180.0,4004280.0,No,Arua,No,Yes
3363-DTIVD,Male,0,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,12 Months Contract,No,Mobile Money,379980.0,26659800.0,No,Kampala,Yes,No
7018-WBJNK,Male,0,No,Yes,13,Yes,No,Fiber optic,No,No,No,No,Yes,No,Pay As You Go,Yes,Card Payment,281880.0,3722220.0,Yes,Arua,Yes,Yes
9142-KZXOP,Male,0,No,No,44,Yes,No,Fiber optic,No,No,No,No,No,No,Pay As You Go,No,Card Payment,247860.0,10652220.0,No,Gulu,Yes,Yes
7674-YTAFD,Female,0,No,No,33,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,6 Months Contract,Yes,Bank Standing Order,287820.0,9665460.0,No,Jinja,No,Yes
6348-SNFUS,Male,0,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,12 Months Contract,Yes,Card Payment,199620.0,15045120.0,Yes,Gulu,Yes,Yes
1285-OKIPP,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Pay As You Go,No,Mobile Money,287640.0,287640.0,Yes,Gulu,Yes,Yes
7825-ECJRF,Female,0,No,No,19,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Pay As You Go,Yes,Mobile Money,383760.0,6964020.0,Yes,Kampala,No,No
1347-KTTTA,Male,0,Yes,No,64,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,6 Months Contract,Yes,Card Payment,368820.0,23954760.0,No,Gulu,No,Yes
7841-TZDMQ,Male,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Pay As You Go,Yes,Card Payment,165600.0,304200.0,Yes,Mukono,Yes,No
4195-NZGTA,Female,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Pay As You Go,No,Mobile Money,90900.0,90900.0,Yes,Gulu,Yes,Yes
7157-SMCFK,Male,0,No,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,12 Months Contract,No,Cash Payment at Agent,71100.0,4047120.0,No,Fort Portal,Yes,Yes
4709-LKHYG,Female,0,Yes,Yes,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,6 Months Contract,No,Mobile Money,72000.0,1944180.0,Yes,Arua,No,Yes
2504-DSHIH,Male,1,Yes,No,23,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Pay As You Go,No,Mobile Money,312480.0,7113060.0,No,Kampala,Yes,No
0699-NDKJM,Female,0,Yes,No,57,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Pay As You Go,Yes,Bank Standing Order,211500.0,12374820.0,No,Mukono,Yes,No
9286-BHDQG,Male,0,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,12 Months Contract,No,Card Payment,162900.0,11303280.0,Yes,Gulu,Yes,Yes
0230-WEQUW,Male,0,Yes,No,66,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,12 Months Contract,Yes,Bank Standing Order,203760.0,13641120.0,Yes,Jinja,Yes,Yes
2040-LDIWQ,Male,0,Yes,Yes,65,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,12 Months Contract,Yes,Bank Standing Order,303120.0,19168200.0,No,Jinja,Yes,Yes
6496-JDSSB,Female,0,No,No,8,Yes,No,Fiber optic,No,No,No,No,Yes,No,Pay As You Go,Yes,Bank Standing Order,288000.0,2248560.0,No,Mukono,Yes,No
9408-SSNVZ,Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Pay As You Go,Yes,Mobile Money,252540.0,966060.0,Yes,Arua,Yes,Yes
4443-EMBNA,Female,0,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,12 Months Contract,No,Bank Standing Order,89100.0,6612840.0,No,Wakiso,No,No
6469-MRVET,Male,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,6 Months Contract,Yes,Mobile Money,72720.0,72720.0,No,Kampala,No,No
0742-MOABM,Male,0,Yes,No,4,Yes,No,DSL,No,No,No,Yes,No,No,Pay As You Go,No,Cash Payment at Agent,180180.0,645660.0,Yes,Wakiso,Yes,No
5961-VUSRV,Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,6 Months Contract,Yes,Bank Standing Order,69660.0,789660.0,No,Mukono,No,No
6778-JFCMK,Male,0,No,No,24,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,6 Months Contract,Yes,Cash Payment at Agent,182160.0,4639500.0,No,Mbarara,Yes,Yes
6341-JVQGF,Female,0,Yes,Yes,31,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,6 Months Contract,Yes,Cash Payment at Agent,292140.0,9164700.0,Yes,Arua,Yes,Yes
2232-DMLXU,Female,0,Yes,No,1,Yes,No,DSL,No,No,No,No,Yes,No,Pay As You Go,No,Cash Payment at Agent,198720.0,198720.0,Yes,Kampala,Yes,No
4811-JBUVU,Male,0,No,No,30,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Pay As You Go,Yes,Card Payment,323640.0,9803340.0,No,Kampala,No,No
0945-TSONX,Female,0,Yes,Yes,47,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,12 Months Contract,Yes,Card Payment,307080.0,14786100.0,No,Mbarara,No,Yes
2651-ZCBXV,Male,0,No,No,54,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,12 Months Contract,Yes,Card Payment,388800.0,20738340.0,Yes,Fort Portal,Yes,Yes
3316-UWXUY,Male,0,No,No,50,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Pay As You Go,Yes,Card Payment,336600.0,17091000.0,No,Wakiso,Yes,No
8937-RDTHP,Male,0,No,No,1,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Pay As You Go,Yes,Cash Payment at Agent,304560.0,304560.0,Yes,Jinja,Yes,Yes
7083-MIOPC,Female,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,12 Months Contract,No,Card Payment,72900.0,5640840.0,Yes,Gulu,Yes,Yes
1984-GPTEH,Female,0,No,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Pay As You Go,No,Mobile Money,90540.0,2527200.0,No,Fort Portal,Yes,Yes
1251-KRREG,Male,0,No,No,2,Yes,Yes,DSL,No,Yes,No,No,No,No,Pay As You Go,Yes,Cash Payment at Agent,195840.0,410760.0,Yes,Arua,Yes,Yes
0621-JFHOL,Female,0,No,No,10,No,No phone service,DSL,No,No,No,Yes,No,No,12 Months Contract,Yes,Cash Payment at Agent,106560.0,1076580.0,No,Kampala,Yes,No
9903-LYSAB,Male,0,Yes,No,18,Yes,Yes,Fiber optic,No,No,No,No,No,No,Pay As You Go,Yes,Mobile Money,263340.0,4701420.0,No,Arua,Yes,Yes
0094-OIFMO,Female,1,No,No,11,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Pay As You Go,Yes,Mobile Money,342000.0,4033080.0,Yes,Wakiso,No,No
9227-UAQFT,Male,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,12 Months Contract,No,Cash Payment at Agent,71100.0,1023660.0,No,Gulu,No,Yes
7301-ABVAD,Female,0,No,No,72,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,12 Months Contract,No,Bank Standing Order,311760.0,22861800.0,No,Mukono,Yes,No
6614-FHDBO,Male,0,No,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,12 Months Contract,No,Bank Standing Order,393120.0,28361880.0,Yes,Arua,Yes,Yes
7576-ASEJU,Female,0,Yes,Yes,41,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,6 Months Contract,Yes,Card Payment,268920.0,11475540.0,No,Mukono,No,No
9058-HRZSV,Female,1,Yes,No,65,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Pay As You Go,No,Mobile Money,339840.0,22054140.0,No,Mbarara,Yes,Yes
4522-AKYLR,Female,1,No,No,13,Yes,No,DSL,No,Yes,Yes,No,No,No,Pay As You Go,Yes,Mobile Money,197280.0,2632680.0,No,Arua,Yes,Yes
0221-WMXNQ,Male,1,No,No,4,Yes,No,Fiber optic,Yes,No,No,No,No,No,Pay As You Go,No,Mobile Money,271260.0,984240.0,Yes,Mbarara,No,Yes
0303-UNCIP,Male,0,No,No,41,Yes,Yes,DSL,No,No,Yes,No,No,Yes,6 Months Contract,No,Cash Payment at Agent,234000.0,9114480.0,No,Fort Portal,No,Yes
9947-OTFQU,Male,1,No,No,15,Yes,No,Fiber optic,No,Yes,No,No,No,No,Pay As You Go,Yes,Mobile Money,267840.0,3867480.0,Yes,Mbarara,Yes,Yes
0322-YINQP,Male,0,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Pay As You Go,Yes,Cash Payment at Agent,174780.0,174780.0,Yes,Jinja,Yes,Yes
0959-WHOKV,Male,0,No,No,42,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,6 Months Contract,Yes,Mobile Money,356400.0,15474420.0,Yes,Gulu,Yes,Yes
4075-JFPGR,Female,0,Yes,No,51,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,6 Months Contract,Yes,Mobile Money,336600.0,16630380.0,No,Fort Portal,Yes,Yes
4629-NRXKX,Female,0,Yes,Yes,2,Yes,No,Fiber optic,No,No,No,No,No,No,Pay As You Go,No,Mobile Money,253440.0,529740.0,Yes,Kampala,Yes,No
9514-JDSKI,Male,1,Yes,No,1,No,No phone service,DSL,No,Yes,No,No,Yes,No,Pay As You Go,No,Mobile Money,144720.0,144720.0,Yes,Wakiso,No,No
3282-ZISZV,Male,0,No,Yes,32,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,6 Months Contract,No,Card Payment,301320.0,9479880.0,No,Jinja,No,Yes
3675-YDUPJ,Male,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Pay As You Go,Yes,Cash Payment at Agent,71460.0,694980.0,No,Jinja,No,Yes
4111-BNXIF,Female,0,Yes,Yes,67,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,12 Months Contract,Yes,Mobile Money,214380.0,14774040.0,No,Mukono,Yes,No
7017-VFHAY,Female,0,Yes,Yes,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,12 Months Contract,No,Card Payment,414360.0,25229340.0,No,Kampala,Yes,No
6655-LHBYW,Male,0,No,No,50,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,6 Months Contract,No,Card Payment,411660.0,20847960.0,Yes,Arua,Yes,Yes
4959-JOSRX,Female,0,Yes,No,2,Yes,No,DSL,No,No,No,No,No,No,Pay As You Go,Yes,Card Payment,160560.0,289980.0,Yes,Kampala,Yes,No
5046-NUHWD,Female,1,Yes,No,29,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Pay As You Go,Yes,Mobile Money,162000.0,4423140.0,No,Mukono,Yes,No
7273-TEFQD,Male,1,No,No,3,No,No phone service,DSL,No,No,Yes,No,No,Yes,Pay As You Go,Yes,Mobile Money,148140.0,475920.0,Yes,Jinja,Yes,Yes
3606-TWKGI,Male,1,No,No,13,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Pay As You Go,Yes,Mobile Money,384840.0,4911480.0,Yes,Kampala,Yes,No
7529-ZDFXI,Male,1,Yes,No,57,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Pay As You Go,Yes,Mobile Money,323460.0,17731260.0,No,Mbarara,No,Yes
7605-BDWDC,Female,0,No,No,31,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,12 Months Contract,Yes,Bank Standing Order,179460.0,5472360.0,Yes,Arua,No,Yes
1950-KSVVJ,Female,0,Yes,No,45,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,6 Months Contract,No,Cash Payment at Agent,407880.0,18116100.0,No,Kampala,Yes,No
0123-CRBRT,Female,0,Yes,Yes,61,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,12 Months Contract,No,Cash Payment at Agent,317160.0,19896300.0,No,Mbarara,Yes,Yes
6292-TOSSS,Male,0,No,No,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,12 Months Contract,No,Bank Standing Order,89640.0,4302900.0,No,Fort Portal,Yes,Yes
3197-ARFOY,Female,1,No,No,19,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Pay As You Go,Yes,Cash Payment at Agent,378000.0,7226100.0,Yes,Arua,No,Yes
6323-AYBRX,Male,0,No,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,12 Months Contract,No,Cash Payment at Agent,69660.0,3958560.0,Yes,Fort Portal,Yes,Yes
7014-ZZXAW,Female,0,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,12 Months Contract,Yes,Card Payment,87300.0,6238620.0,No,Arua,Yes,Yes
4385-GZQXV,Female,1,No,No,16,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Pay As You Go,Yes,Mobile Money,340020.0,5440320.0,Yes,Gulu,Yes,Yes
7633-MVPUY,Male,0,Yes,No,57,Yes,No,DSL,Yes,Yes,No,Yes,No,No,12 Months Contract,Yes,Mobile Money,215100.0,12420540.0,No,Mukono,Yes,No
6366-ZGQGL,Male,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Pay As You Go,No,Bank Standing Order,89280.0,89280.0,Yes,Gulu,Yes,Yes
4716-HHKQH,Male,1,Yes,No,20,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Pay As You Go,No,Mobile Money,385380.0,7819380.0,No,Mbarara,No,Yes
5940-AHUHD,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Pay As You Go,No,Cash Payment at Agent,254160.0,254160.0,Yes,Arua,Yes,Yes
6432-TWQLB,Male,0,Yes,No,5,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Pay As You Go,Yes,Mobile Money,307440.0,1443960.0,Yes,Mbarara,Yes,Yes
4484-GLZOU,Female,0,Yes,No,52,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Pay As You Go,Yes,Mobile Money,378180.0,20249460.0,Yes,Fort Portal,Yes,Yes
3179-GBRWV,Male,1,Yes,No,21,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Pay As You Go,Yes,Bank Standing Order,233820.0,4823280.0,No,Mukono,Yes,No
